month,year,state,mw,tipmw
9,2021,82,7.25,3.35
10,2021,82,7.25,3.35
11,2021,82,7.25,3.35
12,2021,82,7.25,3.35
1,2022,82,7.25,3.35
2,2022,82,7.25,3.35
3,2022,82,7.25,3.35
4,2022,82,7.25,3.35
5,2022,82,7.25,3.35
6,2022,82,7.25,3.35
7,2022,82,7.25,3.35
8,2022,82,7.25,3.35
9,2022,82,7.25,3.35
10,2022,82,7.25,3.35
11,2022,82,7.25,3.35
12,2022,82,7.25,3.35
1,2023,82,7.25,3.35
2,2023,82,7.25,3.35
3,2023,82,7.25,3.35
4,2023,82,7.25,3.35
5,2023,82,7.25,3.35
6,2023,82,7.25,3.35
7,2023,82,7.25,3.35
8,2023,82,7.25,3.35
9,2023,82,7.25,3.35
10,2023,82,7.25,3.35
11,2023,82,7.25,3.35
12,2023,82,7.25,3.35
1,2024,82,7.25,3.35
2,2024,82,7.25,3.35
3,2024,82,7.25,3.35
4,2024,82,7.25,3.35
5,2024,82,7.25,3.35
6,2024,82,7.25,3.35
7,2024,82,7.25,3.35
8,2024,82,7.25,3.35
9,2024,82,7.25,3.35
10,2024,82,7.25,3.35
11,2024,82,7.25,3.35
12,2024,82,7.25,3.35
1,2025,82,7.25,3.35
2,2025,82,7.25,3.35
3,2025,82,7.25,3.35
4,2025,82,7.25,3.35
5,2025,82,7.25,3.35
6,2025,82,7.25,3.35
7,2025,82,7.25,3.35
8,2025,82,7.25,3.35
9,2025,82,7.25,3.35
10,2025,82,7.25,3.35
11,2025,82,7.25,3.35
12,2025,82,7.25,3.35
1,2026,82,7.25,3.35
2,2026,82,7.25,3.35
3,2026,82,7.25,3.35
4,2026,82,7.25,3.35
5,2026,82,7.25,3.35
6,2026,82,7.25,3.35
7,2026,82,7.25,3.35
8,2026,82,7.25,3.35
9,2026,82,7.25,3.35
10,2026,82,7.25,3.35
11,2026,82,7.25,3.35
12,2026,82,7.25,3.35
1,2009,83,6.55,2.13
2,2009,83,6.55,2.13
3,2009,83,6.55,2.13
4,2009,83,6.55,2.13
5,2009,83,6.55,2.13
6,2009,83,6.55,2.13
7,2009,83,7.25,2.13
8,2009,83,7.25,2.13
9,2009,83,7.25,2.13
10,2009,83,7.25,2.13
11,2009,83,7.25,2.13
12,2009,83,7.25,2.13
1,2010,83,7.25,2.13
2,2010,83,7.25,2.13
3,2010,83,7.25,2.13
4,2010,83,7.25,2.13
5,2010,83,7.25,2.13
6,2010,83,7.25,2.13
7,2010,83,7.25,2.13
8,2010,83,7.25,2.13
9,2010,83,7.25,2.13
10,2010,83,7.25,2.13
11,2010,83,7.25,2.13
12,2010,83,7.25,2.13
1,2011,83,7.25,2.13
2,2011,83,7.25,2.13
3,2011,83,7.25,2.13
4,2011,83,7.25,2.13
5,2011,83,7.25,2.13
6,2011,83,7.25,2.13
7,2011,83,7.25,2.13
8,2011,83,7.25,2.13
9,2011,83,7.25,2.13
10,2011,83,7.25,2.13
11,2011,83,7.25,2.13
12,2011,83,7.25,2.13
1,2012,83,7.25,2.13
2,2012,83,7.25,2.13
3,2012,83,7.25,2.13
4,2012,83,7.25,2.13
5,2012,83,7.25,2.13
6,2012,83,7.25,2.13
7,2012,83,7.25,2.13
8,2012,83,7.25,2.13
9,2012,83,7.25,2.13
10,2012,83,7.25,2.13
11,2012,83,7.25,2.13
12,2012,83,7.25,2.13
1,2013,83,7.25,2.13
2,2013,83,7.25,2.13
3,2013,83,7.25,2.13
4,2013,83,7.25,2.13
5,2013,83,7.25,2.13
6,2013,83,7.25,2.13
7,2013,83,7.25,2.13
8,2013,83,7.25,2.13
9,2013,83,7.25,2.13
10,2013,83,7.25,2.13
11,2013,83,7.25,2.13
12,2013,83,7.25,2.13
1,2014,83,7.25,2.13
2,2014,83,7.25,2.13
3,2014,83,7.25,2.13
4,2014,83,7.25,2.13
5,2014,83,7.25,2.13
6,2014,83,7.25,2.13
7,2014,83,7.25,2.13
8,2014,83,7.25,2.13
9,2014,83,7.25,2.13
10,2014,83,7.25,2.13
11,2014,83,7.25,2.13
12,2014,83,7.25,2.13
1,2015,83,7.25,2.13
2,2015,83,7.25,2.13
3,2015,83,7.25,2.13
4,2015,83,7.25,2.13
5,2015,83,7.25,2.13
6,2015,83,7.25,2.13
7,2015,83,7.25,2.13
8,2015,83,7.25,2.13
9,2015,83,7.25,2.13
10,2015,83,7.25,2.13
11,2015,83,7.25,2.13
12,2015,83,7.25,2.13
1,2016,83,7.25,2.13
2,2016,83,7.25,2.13
3,2016,83,7.25,2.13
4,2016,83,7.25,2.13
5,2016,83,7.25,2.13
6,2016,83,7.25,2.13
7,2016,83,7.25,2.13
8,2016,83,7.25,2.13
9,2016,83,7.25,2.13
10,2016,83,7.25,2.13
11,2016,83,7.25,2.13
12,2016,83,7.25,2.13
1,2017,83,7.25,2.13
2,2017,83,7.25,2.13
3,2017,83,7.25,2.13
4,2017,83,7.25,2.13
5,2017,83,7.25,2.13
6,2017,83,7.25,2.13
7,2017,83,7.25,2.13
8,2017,83,7.25,2.13
9,2017,83,7.25,2.13
10,2017,83,7.25,2.13
11,2017,83,7.25,2.13
12,2017,83,7.25,2.13
1,2018,83,7.25,2.13
2,2018,83,7.25,2.13
3,2018,83,7.25,2.13
4,2018,83,7.25,2.13
5,2018,83,7.25,2.13
6,2018,83,7.25,2.13
7,2018,83,7.25,2.13
8,2018,83,7.25,2.13
9,2018,83,7.25,2.13
10,2018,83,7.25,2.13
11,2018,83,7.25,2.13
12,2018,83,7.25,2.13
1,2019,83,7.25,2.13
2,2019,83,7.25,2.13
3,2019,83,7.25,2.13
4,2019,83,7.25,2.13
5,2019,83,7.25,2.13
6,2019,83,7.25,2.13
7,2019,83,7.25,2.13
8,2019,83,7.25,2.13
9,2019,83,7.25,2.13
10,2019,83,7.25,2.13
11,2019,83,7.25,2.13
12,2019,83,7.25,2.13
1,2020,83,7.25,2.13
2,2020,83,7.25,2.13
3,2020,83,7.25,2.13
4,2020,83,7.25,2.13
5,2020,83,7.25,2.13
6,2020,83,7.25,2.13
7,2020,83,7.25,2.13
8,2020,83,7.25,2.13
9,2020,83,7.25,2.13
10,2020,83,7.25,2.13
11,2020,83,7.25,2.13
12,2020,83,7.25,2.13
1,2021,83,7.25,2.13
2,2021,83,7.25,2.13
3,2021,83,7.25,2.13
4,2021,83,7.25,2.13
5,2021,83,7.25,2.13
6,2021,83,7.25,2.13
7,2021,83,7.25,2.13
8,2021,83,7.25,2.13
9,2021,83,7.25,2.13
10,2021,83,7.25,2.13
11,2021,83,7.25,2.13
12,2021,83,7.25,2.13
1,2022,83,7.25,2.13
2,2022,83,7.25,2.13
3,2022,83,7.25,2.13
4,2022,83,7.25,2.13
5,2022,83,7.25,2.13
6,2022,83,7.25,2.13
7,2022,83,7.25,2.13
8,2022,83,7.25,2.13
9,2022,83,7.25,2.13
10,2022,83,7.25,2.13
11,2022,83,7.25,2.13
12,2022,83,7.25,2.13
1,2023,83,7.25,2.13
2,2023,83,7.25,2.13
3,2023,83,7.25,2.13
4,2023,83,7.25,2.13
5,2023,83,7.25,2.13
6,2023,83,7.25,2.13
7,2023,83,7.25,2.13
8,2023,83,7.25,2.13
9,2023,83,7.25,2.13
10,2023,83,7.25,2.13
11,2023,83,7.25,2.13
12,2023,83,7.25,2.13
1,2024,83,7.25,2.13
2,2024,83,7.25,2.13
3,2024,83,7.25,2.13
4,2024,83,7.25,2.13
5,2024,83,7.25,2.13
6,2024,83,7.25,2.13
7,2024,83,7.25,2.13
8,2024,83,7.25,2.13
9,2024,83,7.25,2.13
10,2024,83,7.25,2.13
11,2024,83,7.25,2.13
12,2024,83,7.25,2.13
1,2025,83,7.25,2.13
2,2025,83,7.25,2.13
3,2025,83,7.25,2.13
4,2025,83,7.25,2.13
5,2025,83,7.25,2.13
6,2025,83,7.25,2.13
7,2025,83,7.25,2.13
8,2025,83,7.25,2.13
9,2025,83,7.25,2.13
10,2025,83,7.25,2.13
11,2025,83,7.25,2.13
12,2025,83,7.25,2.13
1,2026,83,7.25,2.13
2,2026,83,7.25,2.13
3,2026,83,7.25,2.13
4,2026,83,7.25,2.13
5,2026,83,7.25,2.13
6,2026,83,7.25,2.13
7,2026,83,7.25,2.13
8,2026,83,7.25,2.13
9,2026,83,7.25,2.13
10,2026,83,7.25,2.13
11,2026,83,7.25,2.13
12,2026,83,7.25,2.13
1,2009,84,7.28,4.22
2,2009,84,7.28,4.22
3,2009,84,7.28,4.22
4,2009,84,7.28,4.22
5,2009,84,7.28,4.22
6,2009,84,7.28,4.22
7,2009,84,7.28,4.22
8,2009,84,7.28,4.22
9,2009,84,7.28,4.22
10,2009,84,7.28,4.22
11,2009,84,7.28,4.22
12,2009,84,7.28,4.22
1,2010,84,7.24,4.26
2,2010,84,7.24,4.26
3,2010,84,7.24,4.26
4,2010,84,7.24,4.26
5,2010,84,7.24,4.26
6,2010,84,7.24,4.26
7,2010,84,7.24,4.26
8,2010,84,7.24,4.26
9,2010,84,7.24,4.26
10,2010,84,7.24,4.26
11,2010,84,7.24,4.26
12,2010,84,7.24,4.26
1,2011,84,7.36,4.34
2,2011,84,7.36,4.34
3,2011,84,7.36,4.34
4,2011,84,7.36,4.34
5,2011,84,7.36,4.34
6,2011,84,7.36,4.34
7,2011,84,7.36,4.34
8,2011,84,7.36,4.34
9,2011,84,7.36,4.34
10,2011,84,7.36,4.34
11,2011,84,7.36,4.34
12,2011,84,7.36,4.34
1,2012,84,7.64,4.62
2,2012,84,7.64,4.62
3,2012,84,7.64,4.62
4,2012,84,7.64,4.62
5,2012,84,7.64,4.62
6,2012,84,7.64,4.62
7,2012,84,7.64,4.62
8,2012,84,7.64,4.62
9,2012,84,7.64,4.62
10,2012,84,7.64,4.62
11,2012,84,7.64,4.62
12,2012,84,7.64,4.62
1,2013,84,7.78,4.76
2,2013,84,7.78,4.76
3,2013,84,7.78,4.76
4,2013,84,7.78,4.76
5,2013,84,7.78,4.76
6,2013,84,7.78,4.76
7,2013,84,7.78,4.76
8,2013,84,7.78,4.76
9,2013,84,7.78,4.76
10,2013,84,7.78,4.76
11,2013,84,7.78,4.76
12,2013,84,7.78,4.76
1,2014,84,8.00,4.98
2,2014,84,8.00,4.98
3,2014,84,8.00,4.98
4,2014,84,8.00,4.98
5,2014,84,8.00,4.98
6,2014,84,8.00,4.98
7,2014,84,8.00,4.98
8,2014,84,8.00,4.98
9,2014,84,8.00,4.98
10,2014,84,8.00,4.98
11,2014,84,8.00,4.98
12,2014,84,8.00,4.98
1,2015,84,8.23,5.21
2,2015,84,8.23,5.21
3,2015,84,8.23,5.21
4,2015,84,8.23,5.21
5,2015,84,8.23,5.21
6,2015,84,8.23,5.21
7,2015,84,8.23,5.21
8,2015,84,8.23,5.21
9,2015,84,8.23,5.21
10,2015,84,8.23,5.21
11,2015,84,8.23,5.21
12,2015,84,8.23,5.21
1,2016,84,8.31,5.29
2,2016,84,8.31,5.29
3,2016,84,8.31,5.29
4,2016,84,8.31,5.29
5,2016,84,8.31,5.29
6,2016,84,8.31,5.29
7,2016,84,8.31,5.29
8,2016,84,8.31,5.29
9,2016,84,8.31,5.29
10,2016,84,8.31,5.29
11,2016,84,8.31,5.29
12,2016,84,8.31,5.29
1,2017,84,9.30,6.28
2,2017,84,9.30,6.28
3,2017,84,9.30,6.28
4,2017,84,9.30,6.28
5,2017,84,9.30,6.28
6,2017,84,9.30,6.28
7,2017,84,9.30,6.28
8,2017,84,9.30,6.28
9,2017,84,9.30,6.28
10,2017,84,9.30,6.28
11,2017,84,9.30,6.28
12,2017,84,9.30,6.28
1,2018,84,10.20,7.18
2,2018,84,10.20,7.18
3,2018,84,10.20,7.18
4,2018,84,10.20,7.18
5,2018,84,10.20,7.18
6,2018,84,10.20,7.18
7,2018,84,10.20,7.18
8,2018,84,10.20,7.18
9,2018,84,10.20,7.18
10,2018,84,10.20,7.18
11,2018,84,10.20,7.18
12,2018,84,10.20,7.18
1,2019,84,11.10,8.08
2,2019,84,11.10,8.08
3,2019,84,11.10,8.08
4,2019,84,11.10,8.08
5,2019,84,11.10,8.08
6,2019,84,11.10,8.08
7,2019,84,11.10,8.08
8,2019,84,11.10,8.08
9,2019,84,11.10,8.08
10,2019,84,11.10,8.08
11,2019,84,11.10,8.08
12,2019,84,11.10,8.08
1,2020,84,12.00,8.98
2,2020,84,12.00,8.98
3,2020,84,12.00,8.98
4,2020,84,12.00,8.98
5,2020,84,12.00,8.98
6,2020,84,12.00,8.98
7,2020,84,12.00,8.98
8,2020,84,12.00,8.98
9,2020,84,12.00,8.98
10,2020,84,12.00,8.98
11,2020,84,12.00,8.98
12,2020,84,12.00,8.98
1,2021,84,12.30,9.28
2,2021,84,12.30,9.28
3,2021,84,12.30,9.28
4,2021,84,12.30,9.28
5,2021,84,12.30,9.28
6,2021,84,12.30,9.28
7,2021,84,12.30,9.28
8,2021,84,12.30,9.28
9,2021,84,12.30,9.28
10,2021,84,12.30,9.28
11,2021,84,12.30,9.28
12,2021,84,12.30,9.28
1,2022,84,12.61,9.59
2,2022,84,12.61,9.59
3,2022,84,12.61,9.59
4,2022,84,12.61,9.59
5,2022,84,12.61,9.59
6,2022,84,12.61,9.59
7,2022,84,12.61,9.59
8,2022,84,12.61,9.59
9,2022,84,12.61,9.59
10,2022,84,12.61,9.59
11,2022,84,12.61,9.59
12,2022,84,12.61,9.59
1,2023,84,12.92,9.90
2,2023,84,12.92,9.90
3,2023,84,12.92,9.90
4,2023,84,12.92,9.90
5,2023,84,12.92,9.90
6,2023,84,12.92,9.90
7,2023,84,12.92,9.90
8,2023,84,12.92,9.90
9,2023,84,12.92,9.90
10,2023,84,12.92,9.90
11,2023,84,12.92,9.90
12,2023,84,12.92,9.90
1,2024,84,13.24,10.22
2,2024,84,13.24,10.22
3,2024,84,13.24,10.22
4,2024,84,13.24,10.22
5,2024,84,13.24,10.22
6,2024,84,13.24,10.22
7,2024,84,13.24,10.22
8,2024,84,13.24,10.22
9,2024,84,13.24,10.22
10,2024,84,13.24,10.22
11,2024,84,13.24,10.22
12,2024,84,13.24,10.22
1,2025,84,13.55,10.53
2,2025,84,13.55,10.53
3,2025,84,13.55,10.53
4,2025,84,13.55,10.53
5,2025,84,13.55,10.53
6,2025,84,13.55,10.53
7,2025,84,13.55,10.53
8,2025,84,13.55,10.53
9,2025,84,13.55,10.53
10,2025,84,13.55,10.53
11,2025,84,13.55,10.53
12,2025,84,13.55,10.53
1,2026,84,13.87,10.85
2,2026,84,13.87,10.85
3,2026,84,13.87,10.85
4,2026,84,13.87,10.85
5,2026,84,13.87,10.85
6,2026,84,13.87,10.85
7,2026,84,13.87,10.85
8,2026,84,13.87,10.85
9,2026,84,13.87,10.85
10,2026,84,13.87,10.85
11,2026,84,13.87,10.85
12,2026,84,13.87,10.85
1,2009,85,7.50,2.13
2,2009,85,7.50,2.13
3,2009,85,7.50,2.13
4,2009,85,7.50,2.13
5,2009,85,7.50,2.13
6,2009,85,7.50,2.13
7,2009,85,7.50,2.13
8,2009,85,7.50,2.13
9,2009,85,7.50,2.13
10,2009,85,7.50,2.13
11,2009,85,7.50,2.13
12,2009,85,7.50,2.13
1,2010,85,7.50,2.13
2,2010,85,7.50,2.13
3,2010,85,7.50,2.13
4,2010,85,7.50,2.13
5,2010,85,7.50,2.13
6,2010,85,7.50,2.13
7,2010,85,7.50,2.13
8,2010,85,7.50,2.13
9,2010,85,7.50,2.13
10,2010,85,7.50,2.13
11,2010,85,7.50,2.13
12,2010,85,7.50,2.13
1,2011,85,7.50,2.13
2,2011,85,7.50,2.13
3,2011,85,7.50,2.13
4,2011,85,7.50,2.13
5,2011,85,7.50,2.13
6,2011,85,7.50,2.13
7,2011,85,7.50,2.13
8,2011,85,7.50,2.13
9,2011,85,7.50,2.13
10,2011,85,7.50,2.13
11,2011,85,7.50,2.13
12,2011,85,7.50,2.13
1,2012,85,7.50,2.13
2,2012,85,7.50,2.13
3,2012,85,7.50,2.13
4,2012,85,7.50,2.13
5,2012,85,7.50,2.13
6,2012,85,7.50,2.13
7,2012,85,7.50,2.13
8,2012,85,7.50,2.13
9,2012,85,7.50,2.13
10,2012,85,7.50,2.13
11,2012,85,7.50,2.13
12,2012,85,7.50,2.13
1,2013,85,7.50,2.13
2,2013,85,7.50,2.13
3,2013,85,7.50,2.13
4,2013,85,7.50,2.13
5,2013,85,7.50,2.13
6,2013,85,7.50,2.13
7,2013,85,7.50,2.13
8,2013,85,7.50,2.13
9,2013,85,7.50,2.13
10,2013,85,7.50,2.13
11,2013,85,7.50,2.13
12,2013,85,7.50,2.13
1,2014,85,7.50,2.13
2,2014,85,7.50,2.13
3,2014,85,7.50,2.13
4,2014,85,7.50,2.13
5,2014,85,7.50,2.13
6,2014,85,7.50,2.13
7,2014,85,7.50,2.13
8,2014,85,7.50,2.13
9,2014,85,7.50,2.13
10,2014,85,7.50,2.13
11,2014,85,7.50,2.13
12,2014,85,7.50,2.13
1,2015,85,7.50,2.13
2,2015,85,7.50,2.13
3,2015,85,7.50,2.13
4,2015,85,7.50,2.13
5,2015,85,7.50,2.13
6,2015,85,7.50,2.13
7,2015,85,7.50,2.13
8,2015,85,7.50,2.13
9,2015,85,7.50,2.13
10,2015,85,7.50,2.13
11,2015,85,7.50,2.13
12,2015,85,7.50,2.13
1,2016,85,7.50,2.13
2,2016,85,7.50,2.13
3,2016,85,7.50,2.13
4,2016,85,7.50,2.13
5,2016,85,7.50,2.13
6,2016,85,7.50,2.13
7,2016,85,7.50,2.13
8,2016,85,7.50,2.13
9,2016,85,7.50,2.13
10,2016,85,7.50,2.13
11,2016,85,7.50,2.13
12,2016,85,7.50,2.13
1,2017,85,7.50,2.13
2,2017,85,7.50,2.13
3,2017,85,7.50,2.13
4,2017,85,7.50,2.13
5,2017,85,7.50,2.13
6,2017,85,7.50,2.13
7,2017,85,7.50,2.13
8,2017,85,7.50,2.13
9,2017,85,7.50,2.13
10,2017,85,7.50,2.13
11,2017,85,7.50,2.13
12,2017,85,7.50,2.13
1,2018,85,7.50,2.13
2,2018,85,7.50,2.13
3,2018,85,7.50,2.13
4,2018,85,7.50,2.13
5,2018,85,7.50,2.13
6,2018,85,7.50,2.13
7,2018,85,7.50,2.13
8,2018,85,7.50,2.13
9,2018,85,7.50,2.13
10,2018,85,7.50,2.13
11,2018,85,7.50,2.13
12,2018,85,7.50,2.13
1,2019,85,7.50,2.13
2,2019,85,7.50,2.13
3,2019,85,7.50,2.13
4,2019,85,7.50,2.13
5,2019,85,7.50,2.13
6,2019,85,7.50,2.13
7,2019,85,7.50,2.13
8,2019,85,7.50,2.13
9,2019,85,7.50,2.13
10,2019,85,7.50,2.13
11,2019,85,7.50,2.13
12,2019,85,7.50,2.13
1,2020,85,7.50,2.13
2,2020,85,7.50,2.13
3,2020,85,7.50,2.13
4,2020,85,7.50,2.13
5,2020,85,7.50,2.13
6,2020,85,7.50,2.13
7,2020,85,7.50,2.13
8,2020,85,7.50,2.13
9,2020,85,7.50,2.13
10,2020,85,7.50,2.13
11,2020,85,7.50,2.13
12,2020,85,7.50,2.13
1,2021,85,7.50,2.13
2,2021,85,7.50,2.13
3,2021,85,7.50,2.13
4,2021,85,7.50,2.13
5,2021,85,7.50,2.13
6,2021,85,7.50,2.13
7,2021,85,7.50,2.13
8,2021,85,7.50,2.13
9,2021,85,7.50,2.13
10,2021,85,7.50,2.13
11,2021,85,7.50,2.13
12,2021,85,7.50,2.13
1,2022,85,7.50,2.13
2,2022,85,7.50,2.13
3,2022,85,7.50,2.13
4,2022,85,7.50,2.13
5,2022,85,7.50,2.13
6,2022,85,7.50,2.13
7,2022,85,7.50,2.13
8,2022,85,7.50,2.13
9,2022,85,7.50,2.13
10,2022,85,7.50,2.13
11,2022,85,7.50,2.13
12,2022,85,7.50,2.13
1,2023,85,7.50,2.13
2,2023,85,7.50,2.13
3,2023,85,7.50,2.13
4,2023,85,7.50,2.13
5,2023,85,7.50,2.13
6,2023,85,7.50,2.13
7,2023,85,7.50,2.13
8,2023,85,7.50,2.13
9,2023,85,7.50,2.13
10,2023,85,7.50,2.13
11,2023,85,7.50,2.13
12,2023,85,7.50,2.13
1,2024,85,7.50,2.13
2,2024,85,7.50,2.13
3,2024,85,7.50,2.13
4,2024,85,7.50,2.13
5,2024,85,7.50,2.13
6,2024,85,7.50,2.13
7,2024,85,7.50,2.13
8,2024,85,7.50,2.13
9,2024,85,7.50,2.13
10,2024,85,7.50,2.13
11,2024,85,7.50,2.13
12,2024,85,7.50,2.13
1,2025,85,7.50,2.13
2,2025,85,7.50,2.13
3,2025,85,7.50,2.13
4,2025,85,7.50,2.13
5,2025,85,7.50,2.13
6,2025,85,7.50,2.13
7,2025,85,7.50,2.13
8,2025,85,7.50,2.13
9,2025,85,7.50,2.13
10,2025,85,7.50,2.13
11,2025,85,7.50,2.13
12,2025,85,7.50,2.13
1,2026,85,7.50,2.13
2,2026,85,7.50,2.13
3,2026,85,7.50,2.13
4,2026,85,7.50,2.13
5,2026,85,7.50,2.13
6,2026,85,7.50,2.13
7,2026,85,7.50,2.13
8,2026,85,7.50,2.13
9,2026,85,7.50,2.13
10,2026,85,7.50,2.13
11,2026,85,7.50,2.13
12,2026,85,7.50,2.13
1,2009,86,7.25,4.25
2,2009,86,7.25,4.25
3,2009,86,7.25,4.25
4,2009,86,7.25,4.25
5,2009,86,7.25,4.25
6,2009,86,7.25,4.25
7,2009,86,7.25,4.25
8,2009,86,7.25,4.25
9,2009,86,7.25,4.25
10,2009,86,7.25,4.25
11,2009,86,7.25,4.25
12,2009,86,7.25,4.25
1,2010,86,7.25,4.25
2,2010,86,7.25,4.25
3,2010,86,7.25,4.25
4,2010,86,7.25,4.25
5,2010,86,7.25,4.25
6,2010,86,7.25,4.25
7,2010,86,7.25,4.25
8,2010,86,7.25,4.25
9,2010,86,7.25,4.25
10,2010,86,7.25,4.25
11,2010,86,7.25,4.25
12,2010,86,7.25,4.25
1,2011,86,7.35,4.35
2,2011,86,7.35,4.35
3,2011,86,7.35,4.35
4,2011,86,7.35,4.35
5,2011,86,7.35,4.35
6,2011,86,7.35,4.35
7,2011,86,7.35,4.35
8,2011,86,7.35,4.35
9,2011,86,7.35,4.35
10,2011,86,7.35,4.35
11,2011,86,7.35,4.35
12,2011,86,7.35,4.35
1,2012,86,7.65,4.65
2,2012,86,7.65,4.65
3,2012,86,7.65,4.65
4,2012,86,7.65,4.65
5,2012,86,7.65,4.65
6,2012,86,7.65,4.65
7,2012,86,7.65,4.65
8,2012,86,7.65,4.65
9,2012,86,7.65,4.65
10,2012,86,7.65,4.65
11,2012,86,7.65,4.65
12,2012,86,7.65,4.65
1,2013,86,7.80,4.80
2,2013,86,7.80,4.80
3,2013,86,7.80,4.80
4,2013,86,7.80,4.80
5,2013,86,7.80,4.80
6,2013,86,7.80,4.80
7,2013,86,7.80,4.80
8,2013,86,7.80,4.80
9,2013,86,7.80,4.80
10,2013,86,7.80,4.80
11,2013,86,7.80,4.80
12,2013,86,7.80,4.80
1,2014,86,7.90,4.90
2,2014,86,7.90,4.90
3,2014,86,7.90,4.90
4,2014,86,7.90,4.90
5,2014,86,7.90,4.90
6,2014,86,7.90,4.90
7,2014,86,7.90,4.90
8,2014,86,7.90,4.90
9,2014,86,7.90,4.90
10,2014,86,7.90,4.90
11,2014,86,7.90,4.90
12,2014,86,7.90,4.90
1,2015,86,8.05,5.05
2,2015,86,8.05,5.05
3,2015,86,8.05,5.05
4,2015,86,8.05,5.05
5,2015,86,8.05,5.05
6,2015,86,8.05,5.05
7,2015,86,8.05,5.05
8,2015,86,8.05,5.05
9,2015,86,8.05,5.05
10,2015,86,8.05,5.05
11,2015,86,8.05,5.05
12,2015,86,8.05,5.05
1,2016,86,8.05,5.05
2,2016,86,8.05,5.05
3,2016,86,8.05,5.05
4,2016,86,8.05,5.05
5,2016,86,8.05,5.05
6,2016,86,8.05,5.05
7,2016,86,8.05,5.05
8,2016,86,8.05,5.05
9,2016,86,8.05,5.05
10,2016,86,8.05,5.05
11,2016,86,8.05,5.05
12,2016,86,8.05,5.05
1,2017,86,10.00,7.00
2,2017,86,10.00,7.00
3,2017,86,10.00,7.00
4,2017,86,10.00,7.00
5,2017,86,10.00,7.00
6,2017,86,10.00,7.00
7,2017,86,10.00,7.00
8,2017,86,10.00,7.00
9,2017,86,10.00,7.00
10,2017,86,10.00,7.00
11,2017,86,10.00,7.00
12,2017,86,10.00,7.00
1,2018,86,10.50,7.50
2,2018,86,10.50,7.50
3,2018,86,10.50,7.50
4,2018,86,10.50,7.50
5,2018,86,10.50,7.50
6,2018,86,10.50,7.50
7,2018,86,10.50,7.50
8,2018,86,10.50,7.50
9,2018,86,10.50,7.50
10,2018,86,10.50,7.50
11,2018,86,10.50,7.50
12,2018,86,10.50,7.50
1,2019,86,11.00,8.00
2,2019,86,11.00,8.00
3,2019,86,11.00,8.00
4,2019,86,11.00,8.00
5,2019,86,11.00,8.00
6,2019,86,11.00,8.00
7,2019,86,11.00,8.00
8,2019,86,11.00,8.00
9,2019,86,11.00,8.00
10,2019,86,11.00,8.00
11,2019,86,11.00,8.00
12,2019,86,11.00,8.00
1,2020,86,12.00,9.00
2,2020,86,12.00,9.00
3,2020,86,12.00,9.00
4,2020,86,12.00,9.00
5,2020,86,12.00,9.00
6,2020,86,12.00,9.00
7,2020,86,12.00,9.00
8,2020,86,12.00,9.00
9,2020,86,12.00,9.00
10,2020,86,12.00,9.00
11,2020,86,12.00,9.00
12,2020,86,12.00,9.00
1,2021,86,12.30,9.30
2,2021,86,12.30,9.30
3,2021,86,12.30,9.30
4,2021,86,12.30,9.30
5,2021,86,12.30,9.30
6,2021,86,12.30,9.30
7,2021,86,12.30,9.30
8,2021,86,12.30,9.30
9,2021,86,12.30,9.30
10,2021,86,12.30,9.30
11,2021,86,12.30,9.30
12,2021,86,12.30,9.30
1,2022,86,12.60,9.60
2,2022,86,12.60,9.60
3,2022,86,12.60,9.60
4,2022,86,12.60,9.60
5,2022,86,12.60,9.60
6,2022,86,12.60,9.60
7,2022,86,12.60,9.60
8,2022,86,12.60,9.60
9,2022,86,12.60,9.60
10,2022,86,12.60,9.60
11,2022,86,12.60,9.60
12,2022,86,12.60,9.60
1,2023,86,12.90,9.90
2,2023,86,12.90,9.90
3,2023,86,12.90,9.90
4,2023,86,12.90,9.90
5,2023,86,12.90,9.90
6,2023,86,12.90,9.90
7,2023,86,12.90,9.90
8,2023,86,12.90,9.90
9,2023,86,12.90,9.90
10,2023,86,12.90,9.90
11,2023,86,12.90,9.90
12,2023,86,12.90,9.90
1,2024,86,13.20,10.20
2,2024,86,13.20,10.20
3,2024,86,13.20,10.20
4,2024,86,13.20,10.20
5,2024,86,13.20,10.20
6,2024,86,13.20,10.20
7,2024,86,13.20,10.20
8,2024,86,13.20,10.20
9,2024,86,13.20,10.20
10,2024,86,13.20,10.20
11,2024,86,13.20,10.20
12,2024,86,13.20,10.20
1,2025,86,13.50,10.50
2,2025,86,13.50,10.50
3,2025,86,13.50,10.50
4,2025,86,13.50,10.50
5,2025,86,13.50,10.50
6,2025,86,13.50,10.50
7,2025,86,13.50,10.50
8,2025,86,13.50,10.50
9,2025,86,13.50,10.50
10,2025,86,13.50,10.50
11,2025,86,13.50,10.50
12,2025,86,13.50,10.50
1,2026,86,13.80,10.80
2,2026,86,13.80,10.80
3,2026,86,13.80,10.80
4,2026,86,13.80,10.80
5,2026,86,13.80,10.80
6,2026,86,13.80,10.80
7,2026,86,13.80,10.80
8,2026,86,13.80,10.80
9,2026,86,13.80,10.80
10,2026,86,13.80,10.80
11,2026,86,13.80,10.80
12,2026,86,13.80,10.80
1,2009,87,6.55,2.13
2,2009,87,6.55,2.13
3,2009,87,6.55,2.13
4,2009,87,6.55,2.13
